customer_id,segment,city,amount,payment_terms_days,past_due_count,avg_days_past_due,target_mora
CUST118,Empresa,Sevilla,5731.451870900618,30,9,21.747086101413547,1
CUST119,Gobierno,Sevilla,9303.037178222743,30,4,18.35462500945868,0
CUST120,Empresa,Barcelona,8816.602498963783,90,14,2.0821840867196535,1
CUST121,Retail,Zaragoza,18961.11606821624,30,1,19.856142529255212,1
CUST122,Empresa,Sevilla,11170.57378360484,30,6,29.313031311369787,1
CUST123,Retail,Sevilla,18256.786852336063,30,1,14.348039156679935,1
CUST124,Retail,Madrid,10923.04117017353,30,4,29.84113236958824,1
CUST125,Empresa,Madrid,8241.863078499624,30,12,18.605704097960043,1
CUST126,Retail,Barcelona,4330.742912876389,60,4,24.20881455330217,1
CUST127,Empresa,Barcelona,17681.659684314604,60,2,29.85734886477047,1
CUST128,Retail,Madrid,3605.299101196599,60,6,12.916510462061574,1
CUST129,Retail,Madrid,11799.412947890365,30,9,41.2351599474596,1
CUST130,Retail,Barcelona,8938.288405109028,60,14,10.609552613769477,1
CUST131,Gobierno,Madrid,10090.048005295988,60,9,22.79606282205783,1
CUST132,Retail,Zaragoza,1979.3529126796868,30,12,12.46857449104608,1
CUST133,Retail,Zaragoza,10083.981127061801,30,13,8.74885699839633,1
CUST134,Retail,Barcelona,5200.382573718205,30,2,22.234501114836814,1
CUST135,Retail,Madrid,15455.692820363118,30,7,35.10296333184359,1
CUST136,Gobierno,Valencia,2715.1527014207422,60,4,4.7668399734413756,0
CUST137,Empresa,Madrid,11057.778701333911,90,12,25.17232551634749,1
CUST138,Retail,Barcelona,18241.107703477937,60,11,20.15874282251388,1
CUST139,Retail,Barcelona,19772.213271364835,60,7,35.006465468133214,1
CUST140,Empresa,Madrid,1832.4866245015987,30,2,6.645140354401484,1
CUST141,Empresa,Barcelona,6626.658328529812,30,12,29.859994900862635,1
CUST142,Empresa,Valencia,5850.897131403564,90,4,21.18660510127207,1
CUST143,Retail,Sevilla,1655.5849279560227,60,8,39.20031274132495,1
CUST144,Empresa,Barcelona,4219.189720047593,30,12,34.94495679270224,1
CUST145,Retail,Madrid,13967.875111731932,60,10,39.56517591642514,1
CUST146,Empresa,Barcelona,10388.699580722965,60,4,3.87225997507389,1
CUST147,Retail,Barcelona,15262.119898907758,30,5,36.07996121667913,1
CUST148,Empresa,Valencia,12951.653590010617,30,5,26.163087909099108,1
CUST149,Empresa,Zaragoza,8699.128302046302,90,6,10.490163511030303,1
CUST150,Retail,Sevilla,14224.593478929979,30,13,37.001967482046744,1
CUST151,Retail,Sevilla,16891.347316574345,30,3,17.159130650823453,1
CUST152,Empresa,Barcelona,14288.206016646198,30,7,44.71892192071399,1
CUST153,Gobierno,Valencia,19333.38659342513,60,11,31.687736018453887,1
CUST154,Empresa,Valencia,14321.78241539684,30,6,35.34270337551508,1
CUST155,Retail,Madrid,14319.412845495437,60,13,20.158450395906716,1
CUST156,Empresa,Zaragoza,10094.672318522817,30,5,32.12942349370074,1
CUST157,Empresa,Barcelona,5080.2061986759645,60,4,36.212926071431596,1
CUST158,Retail,Sevilla,11474.5524259693,30,5,5.546313735387616,1
CUST159,Retail,Sevilla,12365.219280772379,30,8,22.87200388045549,1
CUST160,Empresa,Sevilla,17044.657135292775,30,2,8.961949124604862,1
CUST161,Empresa,Madrid,19692.585221426398,30,3,27.176981019938786,1
CUST162,Empresa,Sevilla,9873.378039185807,30,3,18.114199455094713,0
CUST163,Retail,Barcelona,1068.4451840390725,60,2,4.0013951673395285,0
CUST164,Empresa,Zaragoza,15059.494205293484,30,6,4.663993763055409,1
CUST165,Retail,Madrid,3404.969895171433,30,6,26.71314066967596,1
CUST166,Retail,Valencia,12154.354296599618,60,3,37.68775467593528,1
CUST167,Retail,Zaragoza,8629.94477168773,60,8,12.271339290720784,1
CUST168,Retail,Madrid,4178.39392106085,60,9,20.39832411730464,1
CUST169,Retail,Madrid,7601.085960070755,30,7,36.188841725323215,1
CUST170,Empresa,Valencia,14266.166496890633,90,5,6.993403130012641,1
CUST171,Retail,Zaragoza,11899.642419556418,90,4,14.132959818755596,1
CUST172,Empresa,Madrid,6952.99571710293,30,4,37.14648876615686,1
CUST173,Retail,Madrid,1642.356345274925,90,10,36.782087858086086,1
CUST174,Gobierno,Zaragoza,15543.589763152833,30,9,33.76811466315104,1
CUST175,Empresa,Barcelona,16633.65943772609,60,10,20.757157959390355,1
CUST176,Retail,Valencia,11549.526787406778,30,2,33.578682631352784,1
CUST177,Gobierno,Barcelona,7049.658855830793,30,2,40.98030955828017,1
CUST178,Retail,Barcelona,9207.633391468358,30,10,18.855296427145205,1
CUST179,Retail,Valencia,17391.09660663195,60,14,38.66268393642185,1
CUST180,Retail,Barcelona,1795.532234724222,60,6,25.722612219796037,1
CUST181,Retail,Madrid,5381.149154501443,30,9,30.605240660382478,1
CUST182,Empresa,Zaragoza,3746.442761696439,30,14,39.600231412057894,1
CUST183,Retail,Madrid,9804.286781540399,60,13,25.865097480825273,1
CUST184,Retail,Zaragoza,13623.043997378858,60,4,8.281744074464342,1
CUST185,Retail,Zaragoza,12876.754765525246,30,7,14.58425622931582,1
CUST186,Retail,Barcelona,16955.743990506202,60,10,11.002696259910302,1
CUST187,Retail,Madrid,1925.2704036238822,30,11,11.886704583488378,1
CUST188,Empresa,Zaragoza,3952.5716341169586,30,9,27.463986176002813,1
CUST189,Retail,Madrid,11844.991906787442,30,3,37.02417682371353,1
CUST190,Empresa,Barcelona,1553.0943444204154,30,9,42.466755239715845,1
CUST191,Gobierno,Barcelona,14933.49687396684,30,1,34.47560744382877,1
CUST192,Retail,Sevilla,6535.206490828827,30,5,30.17044973249034,1
CUST193,Gobierno,Zaragoza,14670.2856575048,60,10,4.16615476012407,1
CUST194,Empresa,Barcelona,14789.592099055197,90,7,43.35258058170239,1
CUST195,Gobierno,Zaragoza,10930.46015032573,60,7,43.942346764973955,1
CUST196,Retail,Zaragoza,14797.682886588052,60,11,13.8024806331573,1
CUST197,Empresa,Barcelona,6463.305846638334,60,13,44.789857589920494,1
CUST198,Empresa,Madrid,4964.071471061717,30,13,17.57751388797938,1
CUST199,Empresa,Valencia,7321.652533215992,30,1,0.16377863020743844,0
CUST200,Gobierno,Madrid,19438.44057839361,90,6,6.661133146791725,1
CUST201,Retail,Barcelona,2808.2264171226047,30,9,17.152661668081027,1
CUST202,Gobierno,Madrid,8096.239832611213,60,0,2.1728687482248086,0
CUST203,Empresa,Zaragoza,16297.748353259703,90,5,4.720996219160237,1
CUST204,Retail,Madrid,5335.285770133635,30,13,15.978887969951677,1
CUST205,Empresa,Zaragoza,19430.920109121842,60,5,7.347394306477179,1
CUST206,Retail,Barcelona,4652.615924660354,60,5,41.57410034179788,1
CUST207,Empresa,Zaragoza,8227.830135693888,30,0,19.19655153336172,0
CUST208,Gobierno,Barcelona,13807.215856642852,30,11,10.766585280717798,1
CUST209,Gobierno,Sevilla,7541.043189528438,30,6,40.665027998272926,1
CUST210,Empresa,Zaragoza,3469.6431019604006,60,9,12.753483906023567,1
CUST211,Empresa,Zaragoza,14280.272159624814,30,13,4.557984702493413,1
CUST212,Retail,Madrid,2037.9050205353087,30,0,18.824663844140996,1
CUST213,Gobierno,Barcelona,1066.9649045362657,30,6,23.46087977020605,1
CUST214,Empresa,Madrid,1957.7892753993553,30,5,2.9354997341351865,1
CUST215,Retail,Barcelona,14177.322859461723,30,10,31.82721065188604,1
CUST216,Empresa,Barcelona,9481.499849038823,90,10,21.260246259735993,1
CUST217,Gobierno,Barcelona,15097.0825011043,30,11,19.144020327005475,1
CUST218,Empresa,Madrid,10522.495548668825,30,1,10.249810607977073,1
CUST219,Empresa,Sevilla,18931.75929878709,30,3,8.40575332334063,1
CUST220,Gobierno,Zaragoza,19276.164686615757,30,1,44.88328213363204,1
CUST221,Empresa,Madrid,17510.14944105098,30,2,40.54855100657114,1
CUST222,Empresa,Valencia,8144.7782568988405,30,12,7.727627358355441,1
CUST223,Retail,Valencia,15096.251451649974,60,0,20.67618577060987,1
CUST224,Gobierno,Madrid,10238.628997100348,30,5,19.632925149446237,1
CUST225,Empresa,Valencia,11036.939877922136,60,12,21.893577767495596,1
CUST226,Retail,Sevilla,5824.241649844187,30,2,26.510954182003147,1
CUST227,Empresa,Madrid,2176.100238567309,30,11,3.2790775487110513,1
CUST228,Retail,Zaragoza,17728.54115482984,30,4,41.571065190685495,1
CUST229,Empresa,Madrid,19342.664822447925,30,5,44.25295577643272,1
CUST230,Gobierno,Valencia,12088.433275672875,60,13,33.69193130698639,1
CUST231,Retail,Sevilla,18618.392627697278,60,1,36.322995326520356,1
CUST232,Empresa,Sevilla,10692.43932906858,60,3,34.75106952838957,1
CUST233,Empresa,Valencia,5892.411296238838,90,10,8.167234666866445,1
CUST234,Empresa,Valencia,9815.87938605524,30,6,22.22912982076913,1
CUST235,Gobierno,Madrid,17003.718044664005,60,12,19.70667334340021,1
CUST236,Retail,Valencia,12469.397085182352,30,2,8.139633196023862,1
CUST237,Empresa,Valencia,11206.373333580488,60,12,24.170998388944877,1
CUST238,Retail,Valencia,17099.18679313219,60,14,30.89761497217281,1
CUST239,Retail,Zaragoza,5911.519173116198,30,6,37.36351873104092,1
CUST240,Retail,Barcelona,3736.0174272028366,60,12,21.118393432239735,1
CUST241,Retail,Madrid,513.3947225758509,90,5,36.36622830620823,1
CUST242,Retail,Madrid,4609.302451598189,30,10,23.09113221869317,1
CUST243,Gobierno,Valencia,7135.87345993977,60,6,15.845848649558395,1
CUST244,Retail,Barcelona,5965.12048840963,30,13,9.538941476079378,1
CUST245,Retail,Madrid,9311.670059066748,30,4,3.5824296324688265,0
CUST246,Retail,Sevilla,7368.890875370357,60,13,21.60497969439983,1
CUST247,Empresa,Zaragoza,3867.2223276530635,30,10,16.105910463626344,1
CUST248,Empresa,Barcelona,9034.181388851299,90,1,6.642883166008668,1
CUST249,Retail,Valencia,9596.487160170715,60,13,17.455982452061154,1
CUST250,Retail,Barcelona,3498.498966096249,30,10,10.074887472729085,1
CUST251,Retail,Madrid,8410.626211960505,30,14,24.072310479510268,1
CUST252,Empresa,Barcelona,6171.105758469459,30,14,43.56680678761793,1
CUST253,Retail,Madrid,18589.531103726626,30,10,38.090865798553246,1
CUST254,Retail,Valencia,10939.165267956088,30,12,4.344483182093971,1
CUST255,Retail,Zaragoza,19591.300825854763,30,11,13.399087754655492,1
CUST256,Gobierno,Valencia,9855.164974289202,30,8,22.488498801527847,1
CUST257,Gobierno,Barcelona,7156.3004233852935,30,6,13.82967933377789,1
CUST258,Empresa,Valencia,16792.685353484452,30,4,1.287294775453055,1
CUST259,Empresa,Zaragoza,6113.7294535454375,30,4,25.20155642670746,1
CUST260,Retail,Barcelona,10315.30429040207,60,6,34.23431209776392,1
CUST261,Retail,Valencia,6795.6655492932305,30,9,3.2569429127169585,1
CUST262,Retail,Valencia,16889.925684099046,30,13,40.754804856857824,1
CUST263,Empresa,Madrid,8588.15796143332,30,2,24.063004339966785,1
CUST264,Retail,Sevilla,19358.530612116767,60,11,31.240264280802947,1
CUST265,Empresa,Barcelona,6739.9251717066245,60,6,32.991483718280385,1
CUST266,Retail,Madrid,7510.909740153361,30,2,27.796909110707464,1
CUST267,Empresa,Barcelona,15640.701924160601,90,6,42.634676503823634,1
CUST268,Retail,Zaragoza,3704.4113946500484,30,3,17.731533322401333,0
CUST269,Empresa,Madrid,10507.502217722535,60,5,32.37312198301413,1
CUST270,Retail,Madrid,6414.6990706023225,60,13,9.194213180280538,1
CUST271,Retail,Zaragoza,1721.6972139760232,60,7,7.983801381126309,1
CUST272,Empresa,Sevilla,18315.5607735771,60,3,38.987285757824104,1
CUST273,Retail,Barcelona,4975.058326135075,30,6,20.851304918824024,1
CUST274,Empresa,Sevilla,17209.272127043223,90,10,11.10180943001279,1
CUST275,Empresa,Valencia,10174.282994773614,30,1,5.611030268998276,1
CUST276,Retail,Zaragoza,18634.166212695534,30,2,35.12377982010441,1
CUST277,Retail,Barcelona,2986.6096984549845,30,5,37.74483737989441,1
CUST278,Retail,Madrid,6176.833908417616,30,9,3.6097908777396754,1
CUST279,Empresa,Sevilla,8121.117017943141,30,1,12.583523974057798,1
CUST280,Retail,Barcelona,15414.867447909573,60,2,38.577872313633904,1
CUST281,Retail,Barcelona,18859.418011038528,60,10,3.2385651112053853,1
CUST282,Gobierno,Barcelona,10666.194623173933,30,14,28.84824622623542,1
CUST283,Retail,Valencia,14893.442392221956,30,5,3.896476610415513,1
CUST284,Gobierno,Madrid,3854.8748252702135,90,4,9.48381310388108,1
CUST285,Retail,Valencia,19895.1197109248,30,6,8.048556649822004,1
CUST286,Retail,Valencia,1973.6385577430508,90,2,14.932871268101392,1
CUST287,Empresa,Valencia,16136.29981352414,90,0,20.40476232885788,1
CUST288,Retail,Madrid,4713.349274319096,60,7,12.274845696476591,1
CUST289,Empresa,Madrid,19657.2059292482,30,14,25.6990061174576,1
CUST290,Retail,Barcelona,13038.769915923456,30,12,4.838193795131462,1
CUST291,Retail,Sevilla,18413.662488125497,90,6,12.594116648723537,1
CUST292,Retail,Madrid,11294.043989463315,30,5,23.78860167896071,1
CUST293,Retail,Barcelona,7464.33216448449,90,8,42.562613905281225,1
CUST294,Gobierno,Zaragoza,16214.309543790045,60,6,8.24256201207738,1
CUST295,Empresa,Madrid,11222.52918310424,60,0,43.08851425393761,1
CUST296,Gobierno,Sevilla,9645.23370091694,30,7,26.513204097401726,1
CUST297,Retail,Zaragoza,9524.54248673883,60,6,17.112759594696822,1
CUST298,Retail,Barcelona,9905.14769882566,30,10,17.65794932409644,1
CUST299,Empresa,Barcelona,1148.0166747857202,30,0,4.975764005729115,0
CUST300,Empresa,Valencia,18721.560635456302,30,7,21.17540914514401,1
CUST301,Retail,Zaragoza,14541.32764469703,30,2,21.285375947078908,1
CUST302,Retail,Madrid,18669.351817943923,30,5,33.48184791600129,1
CUST303,Retail,Madrid,19656.734550292622,60,12,8.245358757885603,1
CUST304,Retail,Zaragoza,14070.154001247507,90,14,29.91776538101577,1
CUST305,Retail,Zaragoza,16692.649804000303,30,2,37.32789828378578,1
CUST306,Empresa,Valencia,2560.5658756534513,30,5,41.08048277781533,1
CUST307,Empresa,Zaragoza,4258.553417482203,30,6,36.00845003006729,1
CUST308,Retail,Sevilla,4957.456229769682,30,13,11.29454275585153,1
CUST309,Retail,Sevilla,5378.633893297264,30,4,42.41404048490155,1
CUST310,Retail,Zaragoza,5872.523618944334,60,2,31.711104990047797,1
CUST311,Retail,Barcelona,7975.83095432212,30,10,23.779375369484857,1
CUST312,Retail,Zaragoza,15955.564107013626,30,10,19.09100404272932,1
CUST313,Retail,Sevilla,648.916564694703,30,3,18.238367871576642,0
CUST314,Gobierno,Valencia,19937.607595950743,30,1,42.06940222947528,1
CUST315,Empresa,Sevilla,17598.197380419962,90,9,7.058450853031409,1
CUST316,Retail,Barcelona,19551.553702001333,60,12,30.56072090149432,1
CUST317,Gobierno,Valencia,14661.83781417305,30,0,22.076631348710798,1
CUST318,Empresa,Madrid,3505.3888444123077,30,1,21.508722707058343,1
CUST319,Retail,Zaragoza,18147.91319752497,30,3,2.8296021930872888,1
CUST320,Retail,Valencia,11956.770185544172,30,0,12.948215604079463,1
CUST321,Retail,Barcelona,11123.566857740172,30,12,28.537872126060886,1
CUST322,Retail,Madrid,18795.072802746643,30,2,32.61076685340765,1
CUST323,Retail,Valencia,3036.802477674553,30,8,41.68561564515187,1
CUST324,Empresa,Barcelona,18990.92714020517,60,14,40.62014744767154,1
CUST325,Retail,Sevilla,11521.297164709322,30,2,25.17489845373766,1
CUST326,Retail,Sevilla,1325.1497801481337,60,9,15.320671750498352,1
CUST327,Retail,Sevilla,19001.104547349078,30,9,21.960283921300405,1
CUST328,Retail,Sevilla,677.7939711020035,60,11,11.300830975530143,1
CUST329,Gobierno,Barcelona,16629.995130032883,30,14,7.119061327572131,1
CUST330,Empresa,Sevilla,9114.794329251417,60,1,19.502526896794247,0
CUST331,Empresa,Madrid,8470.112683914402,30,6,24.1747609703001,1
CUST332,Empresa,Zaragoza,16823.425192288436,30,6,9.809219744889871,1
CUST333,Empresa,Sevilla,17027.929295621765,30,0,0.4555495732748466,1
CUST334,Retail,Barcelona,507.57914104525605,30,5,13.644168977089622,0
CUST335,Retail,Madrid,9751.607553012896,30,5,18.495414527653285,0
CUST336,Retail,Madrid,15186.60722116405,30,9,42.796976275324745,1
CUST337,Retail,Madrid,3111.452851689529,30,13,26.45226178713207,1
CUST338,Empresa,Valencia,6762.838396222866,30,0,22.30816374731531,1
CUST339,Empresa,Sevilla,5746.3281371265875,30,10,36.591450718517514,1
CUST340,Empresa,Madrid,15937.365404890357,30,6,23.66909429470317,1
CUST341,Retail,Zaragoza,8439.680660163478,30,14,40.21451241188557,1
CUST342,Retail,Sevilla,12437.80764760762,30,5,42.87783566038178,1
CUST343,Empresa,Madrid,1174.0768732819251,60,0,41.63595075251683,1
CUST344,Empresa,Barcelona,5142.084627517067,30,12,3.1732844929918977,1
CUST345,Retail,Madrid,18311.506822303567,60,10,34.941075630149115,1
CUST346,Retail,Zaragoza,15736.291314470998,30,13,39.87686093823802,1
CUST347,Empresa,Valencia,6448.418312970929,30,5,1.9684565818961492,0
CUST348,Retail,Barcelona,9563.224385780031,60,10,27.677174955235316,1
CUST349,Retail,Valencia,2753.492093416009,30,1,21.926033931731016,1
CUST350,Gobierno,Madrid,16949.236645142348,30,4,5.211319718592266,1
CUST351,Empresa,Madrid,7450.520528759952,30,14,24.818666461327947,1
CUST352,Retail,Barcelona,4680.121117826008,60,4,7.657868561284138,1
CUST353,Retail,Sevilla,18895.234448713363,90,2,12.430002455390527,1
CUST354,Retail,Barcelona,8625.441473559877,90,14,41.90984462173101,1
CUST355,Empresa,Zaragoza,10072.791999989158,30,0,8.401487191127071,1
CUST356,Empresa,Zaragoza,10291.282457745885,30,0,20.69491789622743,1
CUST357,Empresa,Zaragoza,14578.529796613591,90,12,36.05266939948131,1
CUST358,Empresa,Barcelona,18656.61863111996,30,11,40.63569785733973,1
CUST359,Retail,Zaragoza,13740.622561932058,30,11,41.65874471722608,1
CUST360,Retail,Barcelona,16456.336214333845,60,12,44.902411489654234,1
CUST361,Empresa,Sevilla,10856.632392813159,60,8,23.02334920066163,1
CUST362,Empresa,Madrid,4794.805149661667,30,8,31.888648474025064,1
CUST363,Retail,Sevilla,5781.355180706354,60,7,42.48106289811284,1
CUST364,Retail,Barcelona,19183.894582417095,30,2,44.375230222346694,1
CUST365,Empresa,Sevilla,1494.64536079029,90,2,35.20599152794671,1
CUST366,Retail,Sevilla,884.9054365292354,60,3,3.1479908114631634,0
CUST367,Retail,Madrid,789.2036036069569,30,0,15.136163574083417,0
CUST368,Retail,Madrid,18362.386683233082,30,3,33.600220476953695,1
CUST369,Retail,Sevilla,11307.185052300973,30,2,13.764540915275694,1
