item_code,item_name,whs_code,doc_date,quantity
ITM001,Filtro de aceite,WHS01,2023-12-15,18.0
ITM001,Filtro de aceite,WHS02,2023-12-15,4.0
ITM002,Pastilla de freno,WHS01,2023-12-15,4.0
ITM002,Pastilla de freno,WHS02,2023-12-15,4.0
ITM003,Bujía,WHS02,2023-12-15,16.0
ITM004,Amortiguador,WHS01,2023-12-15,18.0
ITM004,Amortiguador,WHS02,2023-12-15,8.0
ITM005,Kit de embrague,WHS01,2023-12-15,12.0
ITM001,Filtro de aceite,WHS01,2023-12-18,14.0
ITM001,Filtro de aceite,WHS02,2023-12-18,16.0
ITM002,Pastilla de freno,WHS01,2023-12-18,12.0
ITM003,Bujía,WHS01,2023-12-18,14.0
ITM003,Bujía,WHS02,2023-12-18,16.0
ITM004,Amortiguador,WHS01,2023-12-18,8.0
ITM004,Amortiguador,WHS02,2023-12-18,12.0
ITM005,Kit de embrague,WHS01,2023-12-18,2.0
ITM005,Kit de embrague,WHS02,2023-12-18,12.0
ITM001,Filtro de aceite,WHS01,2023-12-19,14.0
ITM001,Filtro de aceite,WHS02,2023-12-19,4.0
ITM003,Bujía,WHS01,2023-12-19,18.0
ITM004,Amortiguador,WHS01,2023-12-19,12.0
ITM004,Amortiguador,WHS02,2023-12-19,18.0
ITM005,Kit de embrague,WHS02,2023-12-19,8.0
ITM001,Filtro de aceite,WHS01,2023-12-20,10.0
ITM002,Pastilla de freno,WHS01,2023-12-20,4.0
ITM002,Pastilla de freno,WHS02,2023-12-20,18.0
ITM003,Bujía,WHS02,2023-12-20,6.0
ITM004,Amortiguador,WHS01,2023-12-20,12.0
ITM004,Amortiguador,WHS02,2023-12-20,10.0
ITM005,Kit de embrague,WHS01,2023-12-20,6.0
ITM005,Kit de embrague,WHS02,2023-12-20,12.0
ITM001,Filtro de aceite,WHS01,2023-12-21,6.0
ITM001,Filtro de aceite,WHS02,2023-12-21,18.0
ITM002,Pastilla de freno,WHS02,2023-12-21,16.0
ITM003,Bujía,WHS01,2023-12-21,10.0
ITM003,Bujía,WHS02,2023-12-21,14.0
ITM004,Amortiguador,WHS02,2023-12-21,2.0
ITM005,Kit de embrague,WHS01,2023-12-21,2.0
ITM005,Kit de embrague,WHS02,2023-12-21,2.0
ITM002,Pastilla de freno,WHS02,2023-12-22,8.0
ITM003,Bujía,WHS01,2023-12-22,8.0
ITM004,Amortiguador,WHS02,2023-12-22,6.0
ITM001,Filtro de aceite,WHS01,2023-12-25,18.0
ITM001,Filtro de aceite,WHS02,2023-12-25,2.0
ITM002,Pastilla de freno,WHS01,2023-12-25,6.0
ITM002,Pastilla de freno,WHS02,2023-12-25,6.0
ITM003,Bujía,WHS01,2023-12-25,16.0
ITM005,Kit de embrague,WHS01,2023-12-25,8.0
ITM005,Kit de embrague,WHS02,2023-12-25,10.0
ITM001,Filtro de aceite,WHS01,2023-12-26,10.0
ITM002,Pastilla de freno,WHS01,2023-12-26,10.0
ITM002,Pastilla de freno,WHS02,2023-12-26,18.0
ITM003,Bujía,WHS01,2023-12-26,6.0
ITM004,Amortiguador,WHS01,2023-12-26,14.0
ITM004,Amortiguador,WHS02,2023-12-26,8.0
ITM005,Kit de embrague,WHS01,2023-12-26,12.0
ITM005,Kit de embrague,WHS02,2023-12-26,10.0
ITM002,Pastilla de freno,WHS01,2023-12-27,14.0
ITM002,Pastilla de freno,WHS02,2023-12-27,6.0
ITM003,Bujía,WHS02,2023-12-27,12.0
ITM004,Amortiguador,WHS01,2023-12-27,14.0
ITM004,Amortiguador,WHS02,2023-12-27,4.0
ITM005,Kit de embrague,WHS01,2023-12-27,4.0
ITM005,Kit de embrague,WHS02,2023-12-27,2.0
ITM001,Filtro de aceite,WHS01,2023-12-28,14.0
ITM002,Pastilla de freno,WHS01,2023-12-28,10.0
ITM002,Pastilla de freno,WHS02,2023-12-28,2.0
ITM003,Bujía,WHS01,2023-12-28,6.0
ITM004,Amortiguador,WHS02,2023-12-28,8.0
ITM005,Kit de embrague,WHS01,2023-12-28,4.0
ITM001,Filtro de aceite,WHS02,2023-12-29,4.0
ITM002,Pastilla de freno,WHS01,2023-12-29,10.0
ITM002,Pastilla de freno,WHS02,2023-12-29,18.0
ITM003,Bujía,WHS02,2023-12-29,14.0
ITM004,Amortiguador,WHS01,2023-12-29,16.0
ITM004,Amortiguador,WHS02,2023-12-29,14.0
ITM001,Filtro de aceite,WHS02,2024-01-01,15.0
ITM002,Pastilla de freno,WHS01,2024-01-01,20.0
ITM002,Pastilla de freno,WHS02,2024-01-01,20.0
ITM003,Bujía,WHS01,2024-01-01,22.5
ITM004,Amortiguador,WHS01,2024-01-01,17.5
ITM001,Filtro de aceite,WHS01,2024-01-02,20.0
ITM001,Filtro de aceite,WHS02,2024-01-02,22.5
ITM002,Pastilla de freno,WHS02,2024-01-02,7.5
ITM003,Bujía,WHS02,2024-01-02,2.5
ITM004,Amortiguador,WHS01,2024-01-02,10.0
ITM005,Kit de embrague,WHS01,2024-01-02,20.0
ITM005,Kit de embrague,WHS02,2024-01-02,10.0
ITM001,Filtro de aceite,WHS01,2024-01-03,20.0
ITM001,Filtro de aceite,WHS02,2024-01-03,2.5
ITM003,Bujía,WHS01,2024-01-03,10.0
ITM003,Bujía,WHS02,2024-01-03,17.5
ITM004,Amortiguador,WHS02,2024-01-03,12.5
ITM001,Filtro de aceite,WHS01,2024-01-04,5.0
ITM001,Filtro de aceite,WHS02,2024-01-04,17.5
ITM002,Pastilla de freno,WHS01,2024-01-04,10.0
ITM002,Pastilla de freno,WHS02,2024-01-04,2.5
ITM003,Bujía,WHS01,2024-01-04,7.5
ITM003,Bujía,WHS02,2024-01-04,10.0
ITM004,Amortiguador,WHS01,2024-01-04,12.5
ITM004,Amortiguador,WHS02,2024-01-04,15.0
ITM001,Filtro de aceite,WHS01,2024-01-05,7.5
ITM001,Filtro de aceite,WHS02,2024-01-05,10.0
ITM002,Pastilla de freno,WHS01,2024-01-05,2.5
ITM002,Pastilla de freno,WHS02,2024-01-05,12.5
ITM003,Bujía,WHS01,2024-01-05,12.5
ITM003,Bujía,WHS02,2024-01-05,20.0
ITM004,Amortiguador,WHS01,2024-01-05,22.5
ITM004,Amortiguador,WHS02,2024-01-05,12.5
ITM005,Kit de embrague,WHS01,2024-01-05,22.5
ITM001,Filtro de aceite,WHS02,2024-01-08,12.5
ITM002,Pastilla de freno,WHS02,2024-01-08,22.5
ITM004,Amortiguador,WHS01,2024-01-08,17.5
ITM004,Amortiguador,WHS02,2024-01-08,7.5
ITM005,Kit de embrague,WHS01,2024-01-08,5.0
ITM005,Kit de embrague,WHS02,2024-01-08,22.5
ITM001,Filtro de aceite,WHS01,2024-01-09,10.0
ITM001,Filtro de aceite,WHS02,2024-01-09,15.0
ITM002,Pastilla de freno,WHS01,2024-01-09,15.0
ITM002,Pastilla de freno,WHS02,2024-01-09,17.5
ITM004,Amortiguador,WHS01,2024-01-09,5.0
ITM004,Amortiguador,WHS02,2024-01-09,10.0
ITM005,Kit de embrague,WHS01,2024-01-09,20.0
ITM005,Kit de embrague,WHS02,2024-01-09,20.0
ITM001,Filtro de aceite,WHS01,2024-01-10,22.5
ITM002,Pastilla de freno,WHS01,2024-01-10,10.0
ITM002,Pastilla de freno,WHS02,2024-01-10,5.0
ITM003,Bujía,WHS01,2024-01-10,5.0
ITM004,Amortiguador,WHS01,2024-01-10,15.0
ITM004,Amortiguador,WHS02,2024-01-10,5.0
ITM005,Kit de embrague,WHS01,2024-01-10,2.5
ITM001,Filtro de aceite,WHS01,2024-01-11,10.0
ITM001,Filtro de aceite,WHS02,2024-01-11,10.0
ITM002,Pastilla de freno,WHS01,2024-01-11,12.5
ITM002,Pastilla de freno,WHS02,2024-01-11,17.5
ITM003,Bujía,WHS01,2024-01-11,15.0
ITM004,Amortiguador,WHS01,2024-01-11,15.0
ITM004,Amortiguador,WHS02,2024-01-11,15.0
ITM001,Filtro de aceite,WHS02,2024-01-12,20.0
ITM003,Bujía,WHS01,2024-01-12,5.0
ITM003,Bujía,WHS02,2024-01-12,15.0
ITM004,Amortiguador,WHS02,2024-01-12,2.5
ITM005,Kit de embrague,WHS01,2024-01-12,17.5
ITM005,Kit de embrague,WHS02,2024-01-12,22.5
ITM001,Filtro de aceite,WHS01,2024-01-15,7.5
ITM001,Filtro de aceite,WHS02,2024-01-15,22.5
ITM002,Pastilla de freno,WHS01,2024-01-15,10.0
ITM002,Pastilla de freno,WHS02,2024-01-15,15.0
ITM003,Bujía,WHS01,2024-01-15,20.0
ITM003,Bujía,WHS02,2024-01-15,15.0
ITM004,Amortiguador,WHS01,2024-01-15,20.0
ITM004,Amortiguador,WHS02,2024-01-15,12.5
ITM005,Kit de embrague,WHS02,2024-01-15,22.5
ITM001,Filtro de aceite,WHS01,2024-01-16,12.5
ITM001,Filtro de aceite,WHS02,2024-01-16,17.5
ITM002,Pastilla de freno,WHS01,2024-01-16,10.0
ITM003,Bujía,WHS01,2024-01-16,5.0
ITM003,Bujía,WHS02,2024-01-16,7.5
ITM004,Amortiguador,WHS01,2024-01-16,12.5
ITM004,Amortiguador,WHS02,2024-01-16,20.0
ITM005,Kit de embrague,WHS01,2024-01-16,20.0
ITM005,Kit de embrague,WHS02,2024-01-16,20.0
ITM001,Filtro de aceite,WHS01,2024-01-17,22.5
ITM001,Filtro de aceite,WHS02,2024-01-17,7.5
ITM002,Pastilla de freno,WHS01,2024-01-17,20.0
ITM004,Amortiguador,WHS02,2024-01-17,20.0
ITM001,Filtro de aceite,WHS01,2024-01-18,5.0
ITM001,Filtro de aceite,WHS02,2024-01-18,17.5
ITM003,Bujía,WHS01,2024-01-18,7.5
ITM003,Bujía,WHS02,2024-01-18,17.5
ITM004,Amortiguador,WHS01,2024-01-18,2.5
ITM005,Kit de embrague,WHS01,2024-01-18,12.5
ITM005,Kit de embrague,WHS02,2024-01-18,17.5
ITM001,Filtro de aceite,WHS02,2024-01-19,10.0
ITM002,Pastilla de freno,WHS01,2024-01-19,10.0
ITM002,Pastilla de freno,WHS02,2024-01-19,10.0
ITM003,Bujía,WHS02,2024-01-19,5.0
ITM004,Amortiguador,WHS01,2024-01-19,5.0
ITM005,Kit de embrague,WHS01,2024-01-19,22.5
ITM005,Kit de embrague,WHS02,2024-01-19,2.5
ITM001,Filtro de aceite,WHS01,2024-01-22,5.0
ITM002,Pastilla de freno,WHS02,2024-01-22,17.5
ITM003,Bujía,WHS01,2024-01-22,12.5
ITM003,Bujía,WHS02,2024-01-22,15.0
ITM004,Amortiguador,WHS02,2024-01-22,5.0
ITM005,Kit de embrague,WHS01,2024-01-22,22.5
ITM001,Filtro de aceite,WHS01,2024-01-23,20.0
ITM001,Filtro de aceite,WHS02,2024-01-23,12.5
ITM002,Pastilla de freno,WHS01,2024-01-23,20.0
ITM002,Pastilla de freno,WHS02,2024-01-23,10.0
ITM003,Bujía,WHS01,2024-01-23,7.5
ITM004,Amortiguador,WHS01,2024-01-23,10.0
ITM004,Amortiguador,WHS02,2024-01-23,5.0
ITM005,Kit de embrague,WHS01,2024-01-23,12.5
ITM005,Kit de embrague,WHS02,2024-01-23,12.5
ITM001,Filtro de aceite,WHS01,2024-01-24,15.0
ITM003,Bujía,WHS01,2024-01-24,10.0
ITM003,Bujía,WHS02,2024-01-24,15.0
ITM004,Amortiguador,WHS01,2024-01-24,7.5
ITM004,Amortiguador,WHS02,2024-01-24,22.5
ITM001,Filtro de aceite,WHS01,2024-01-25,17.5
ITM001,Filtro de aceite,WHS02,2024-01-25,5.0
ITM002,Pastilla de freno,WHS01,2024-01-25,5.0
ITM002,Pastilla de freno,WHS02,2024-01-25,5.0
ITM003,Bujía,WHS01,2024-01-25,5.0
ITM003,Bujía,WHS02,2024-01-25,5.0
ITM004,Amortiguador,WHS01,2024-01-25,17.5
ITM005,Kit de embrague,WHS01,2024-01-25,17.5
ITM005,Kit de embrague,WHS02,2024-01-25,7.5
ITM001,Filtro de aceite,WHS01,2024-01-26,2.5
ITM002,Pastilla de freno,WHS01,2024-01-26,22.5
ITM002,Pastilla de freno,WHS02,2024-01-26,17.5
ITM004,Amortiguador,WHS02,2024-01-26,7.5
ITM005,Kit de embrague,WHS01,2024-01-26,10.0
ITM005,Kit de embrague,WHS02,2024-01-26,2.5
ITM002,Pastilla de freno,WHS01,2024-01-29,17.5
ITM002,Pastilla de freno,WHS02,2024-01-29,12.5
ITM003,Bujía,WHS02,2024-01-29,22.5
ITM004,Amortiguador,WHS01,2024-01-29,7.5
ITM004,Amortiguador,WHS02,2024-01-29,5.0
ITM005,Kit de embrague,WHS01,2024-01-29,5.0
ITM005,Kit de embrague,WHS02,2024-01-29,22.5
ITM001,Filtro de aceite,WHS02,2024-01-30,7.5
ITM002,Pastilla de freno,WHS01,2024-01-30,2.5
ITM002,Pastilla de freno,WHS02,2024-01-30,7.5
ITM003,Bujía,WHS01,2024-01-30,5.0
ITM004,Amortiguador,WHS02,2024-01-30,20.0
ITM005,Kit de embrague,WHS01,2024-01-30,17.5
ITM005,Kit de embrague,WHS02,2024-01-30,22.5
ITM001,Filtro de aceite,WHS01,2024-01-31,15.0
ITM001,Filtro de aceite,WHS02,2024-01-31,5.0
ITM002,Pastilla de freno,WHS01,2024-01-31,22.5
ITM003,Bujía,WHS01,2024-01-31,7.5
ITM003,Bujía,WHS02,2024-01-31,12.5
ITM004,Amortiguador,WHS01,2024-01-31,20.0
ITM004,Amortiguador,WHS02,2024-01-31,15.0
ITM005,Kit de embrague,WHS01,2024-01-31,7.5
ITM001,Filtro de aceite,WHS01,2024-02-01,14.33
ITM001,Filtro de aceite,WHS02,2024-02-01,14.33
ITM002,Pastilla de freno,WHS02,2024-02-01,11.46
ITM003,Bujía,WHS01,2024-02-01,2.87
ITM003,Bujía,WHS02,2024-02-01,20.06
ITM004,Amortiguador,WHS01,2024-02-01,22.93
ITM004,Amortiguador,WHS02,2024-02-01,14.33
ITM005,Kit de embrague,WHS01,2024-02-01,25.79
ITM005,Kit de embrague,WHS02,2024-02-01,2.87
ITM001,Filtro de aceite,WHS01,2024-02-02,22.93
ITM001,Filtro de aceite,WHS02,2024-02-02,25.79
ITM002,Pastilla de freno,WHS01,2024-02-02,25.79
ITM002,Pastilla de freno,WHS02,2024-02-02,11.46
ITM003,Bujía,WHS02,2024-02-02,2.87
ITM004,Amortiguador,WHS02,2024-02-02,2.87
ITM005,Kit de embrague,WHS02,2024-02-02,20.06
ITM001,Filtro de aceite,WHS01,2024-02-05,25.79
ITM001,Filtro de aceite,WHS02,2024-02-05,5.73
ITM003,Bujía,WHS01,2024-02-05,8.6
ITM004,Amortiguador,WHS01,2024-02-05,22.93
ITM004,Amortiguador,WHS02,2024-02-05,2.87
ITM005,Kit de embrague,WHS01,2024-02-05,22.93
ITM005,Kit de embrague,WHS02,2024-02-05,5.73
ITM001,Filtro de aceite,WHS01,2024-02-06,11.46
ITM002,Pastilla de freno,WHS01,2024-02-06,2.87
ITM003,Bujía,WHS01,2024-02-06,14.33
ITM004,Amortiguador,WHS01,2024-02-06,22.93
ITM004,Amortiguador,WHS02,2024-02-06,8.6
ITM005,Kit de embrague,WHS01,2024-02-06,5.73
ITM005,Kit de embrague,WHS02,2024-02-06,8.6
ITM001,Filtro de aceite,WHS02,2024-02-07,11.46
ITM002,Pastilla de freno,WHS01,2024-02-07,8.6
ITM003,Bujía,WHS01,2024-02-07,20.06
ITM004,Amortiguador,WHS02,2024-02-07,8.6
ITM005,Kit de embrague,WHS01,2024-02-07,11.46
ITM005,Kit de embrague,WHS02,2024-02-07,8.6
ITM002,Pastilla de freno,WHS02,2024-02-08,22.93
ITM003,Bujía,WHS02,2024-02-08,8.6
ITM004,Amortiguador,WHS02,2024-02-08,2.87
ITM005,Kit de embrague,WHS01,2024-02-08,17.2
ITM001,Filtro de aceite,WHS01,2024-02-09,17.2
ITM001,Filtro de aceite,WHS02,2024-02-09,17.2
ITM002,Pastilla de freno,WHS02,2024-02-09,5.73
ITM003,Bujía,WHS02,2024-02-09,8.6
ITM004,Amortiguador,WHS02,2024-02-09,20.06
ITM005,Kit de embrague,WHS01,2024-02-09,20.06
ITM001,Filtro de aceite,WHS01,2024-02-12,8.6
ITM001,Filtro de aceite,WHS02,2024-02-12,11.46
ITM002,Pastilla de freno,WHS01,2024-02-12,25.79
ITM002,Pastilla de freno,WHS02,2024-02-12,2.87
ITM003,Bujía,WHS01,2024-02-12,14.33
ITM004,Amortiguador,WHS01,2024-02-12,17.2
ITM004,Amortiguador,WHS02,2024-02-12,20.06
ITM001,Filtro de aceite,WHS02,2024-02-13,11.46
ITM002,Pastilla de freno,WHS02,2024-02-13,17.2
ITM003,Bujía,WHS01,2024-02-13,14.33
ITM003,Bujía,WHS02,2024-02-13,20.06
ITM004,Amortiguador,WHS01,2024-02-13,11.46
ITM005,Kit de embrague,WHS01,2024-02-13,17.2
ITM001,Filtro de aceite,WHS02,2024-02-14,25.79
ITM002,Pastilla de freno,WHS01,2024-02-14,8.6
ITM003,Bujía,WHS01,2024-02-14,17.2
ITM003,Bujía,WHS02,2024-02-14,25.79
ITM004,Amortiguador,WHS01,2024-02-14,5.73
ITM004,Amortiguador,WHS02,2024-02-14,25.79
ITM005,Kit de embrague,WHS01,2024-02-14,20.06
ITM005,Kit de embrague,WHS02,2024-02-14,25.79
ITM001,Filtro de aceite,WHS01,2024-02-15,5.73
ITM002,Pastilla de freno,WHS01,2024-02-15,20.06
ITM003,Bujía,WHS01,2024-02-15,8.6
ITM003,Bujía,WHS02,2024-02-15,5.73
ITM004,Amortiguador,WHS01,2024-02-15,22.93
ITM004,Amortiguador,WHS02,2024-02-15,17.2
ITM005,Kit de embrague,WHS01,2024-02-15,25.79
ITM005,Kit de embrague,WHS02,2024-02-15,5.73
ITM001,Filtro de aceite,WHS01,2024-02-16,25.79
ITM003,Bujía,WHS02,2024-02-16,20.06
ITM005,Kit de embrague,WHS01,2024-02-16,17.2
ITM005,Kit de embrague,WHS02,2024-02-16,5.73
ITM001,Filtro de aceite,WHS02,2024-02-19,2.87
ITM002,Pastilla de freno,WHS01,2024-02-19,17.2
ITM002,Pastilla de freno,WHS02,2024-02-19,8.6
ITM003,Bujía,WHS01,2024-02-19,17.2
ITM003,Bujía,WHS02,2024-02-19,22.93
ITM004,Amortiguador,WHS01,2024-02-19,17.2
ITM004,Amortiguador,WHS02,2024-02-19,11.46
ITM005,Kit de embrague,WHS01,2024-02-19,17.2
ITM005,Kit de embrague,WHS02,2024-02-19,11.46
ITM001,Filtro de aceite,WHS02,2024-02-20,25.79
ITM002,Pastilla de freno,WHS01,2024-02-20,25.79
ITM003,Bujía,WHS01,2024-02-20,5.73
ITM004,Amortiguador,WHS01,2024-02-20,20.06
ITM004,Amortiguador,WHS02,2024-02-20,11.46
ITM001,Filtro de aceite,WHS01,2024-02-21,20.06
ITM001,Filtro de aceite,WHS02,2024-02-21,5.73
ITM002,Pastilla de freno,WHS02,2024-02-21,14.33
ITM003,Bujía,WHS01,2024-02-21,17.2
ITM003,Bujía,WHS02,2024-02-21,2.87
ITM004,Amortiguador,WHS02,2024-02-21,5.73
ITM005,Kit de embrague,WHS02,2024-02-21,2.87
ITM001,Filtro de aceite,WHS01,2024-02-22,14.33
ITM001,Filtro de aceite,WHS02,2024-02-22,11.46
ITM002,Pastilla de freno,WHS01,2024-02-22,25.79
ITM002,Pastilla de freno,WHS02,2024-02-22,22.93
ITM003,Bujía,WHS01,2024-02-22,2.87
ITM003,Bujía,WHS02,2024-02-22,11.46
ITM004,Amortiguador,WHS01,2024-02-22,8.6
ITM004,Amortiguador,WHS02,2024-02-22,25.79
ITM005,Kit de embrague,WHS01,2024-02-22,5.73
ITM005,Kit de embrague,WHS02,2024-02-22,5.73
ITM001,Filtro de aceite,WHS01,2024-02-23,25.79
ITM002,Pastilla de freno,WHS02,2024-02-23,11.46
ITM004,Amortiguador,WHS01,2024-02-23,11.46
ITM004,Amortiguador,WHS02,2024-02-23,25.79
ITM005,Kit de embrague,WHS02,2024-02-23,14.33
ITM001,Filtro de aceite,WHS01,2024-02-26,17.2
ITM002,Pastilla de freno,WHS01,2024-02-26,17.2
ITM002,Pastilla de freno,WHS02,2024-02-26,2.87
ITM003,Bujía,WHS01,2024-02-26,20.06
ITM003,Bujía,WHS02,2024-02-26,22.93
